"UUID","source_cat","country","period","case_definition_original","metadata_description","metadata_url","metadata_steps"
"MOH-MEX-2003-W01-10","MOH","Mexico","20032013","Classical dengue + dhf","Mexico national epidemiological surveillance system (sistema nacional de vigilancia epidemiologica)","https://www.gob.mx/salud/archivo/documentos?order=DESC&page=236&tab=","Health sec>file, archive?documents"
"MOH-MEX-2003-W01-11","MOH","Mexico","20032013","Classical dengue + dhf","Mexico national epidemiological surveillance system (sistema nacional de vigilancia epidemiologica)","https://www.gob.mx/salud/archivo/documentos?order=DESC&page=236&tab=","Health sec>file, archive?documents"
"MOH-MEX-2003-W01-12","MOH","Mexico","20032013","Classical dengue + dhf","Mexico national epidemiological surveillance system (sistema nacional de vigilancia epidemiologica)","https://www.gob.mx/salud/archivo/documentos?order=DESC&page=236&tab=","Health sec>file, archive?documents"
"MOH-MEX-2003-W01-13","MOH","Mexico","20032013","Classical dengue + dhf","Mexico national epidemiological surveillance system (sistema nacional de vigilancia epidemiologica)","https://www.gob.mx/salud/archivo/documentos?order=DESC&page=236&tab=","Health sec>file, archive?documents"
"MOH-MEX-2003-W01-14","MOH","Mexico","20032013","Classical dengue + dhf","Mexico national epidemiological surveillance system (sistema nacional de vigilancia epidemiologica)","https://www.gob.mx/salud/archivo/documentos?order=DESC&page=236&tab=","Health sec>file, archive?documents"
"MOH-MEX-2003-W01-15","MOH","Mexico","20032013","Classical dengue + dhf","Mexico national epidemiological surveillance system (sistema nacional de vigilancia epidemiologica)","https://www.gob.mx/salud/archivo/documentos?order=DESC&page=236&tab=","Health sec>file, archive?documents"
"MOH-MEX-2003-W01-16","MOH","Mexico","20032013","Classical dengue + dhf","Mexico national epidemiological surveillance system (sistema nacional de vigilancia epidemiologica)","https://www.gob.mx/salud/archivo/documentos?order=DESC&page=236&tab=","Health sec>file, archive?documents"
"MOH-MEX-2003-W01-17","MOH","Mexico","20032013","Classical dengue + dhf","Mexico national epidemiological surveillance system (sistema nacional de vigilancia epidemiologica)","https://www.gob.mx/salud/archivo/documentos?order=DESC&page=236&tab=","Health sec>file, archive?documents"
"MOH-MEX-2003-W01-18","MOH","Mexico","20032013","Classical dengue + dhf","Mexico national epidemiological surveillance system (sistema nacional de vigilancia epidemiologica)","https://www.gob.mx/salud/archivo/documentos?order=DESC&page=236&tab=","Health sec>file, archive?documents"
"MOH-MEX-2003-W01-19","MOH","Mexico","20032013","Classical dengue + dhf","Mexico national epidemiological surveillance system (sistema nacional de vigilancia epidemiologica)","https://www.gob.mx/salud/archivo/documentos?order=DESC&page=236&tab=","Health sec>file, archive?documents"
"MOH-MEX-2003-W01-20","MOH","Mexico","20032013","Classical dengue + dhf","Mexico national epidemiological surveillance system (sistema nacional de vigilancia epidemiologica)","https://www.gob.mx/salud/archivo/documentos?order=DESC&page=236&tab=","Health sec>file, archive?documents"
"MOH-MEX-2003-W01-21","MOH","Mexico","20032013","Classical dengue + dhf","Mexico national epidemiological surveillance system (sistema nacional de vigilancia epidemiologica)","https://www.gob.mx/salud/archivo/documentos?order=DESC&page=236&tab=","Health sec>file, archive?documents"
"MOH-MEX-2003-W01-22","MOH","Mexico","20032013","Classical dengue + dhf","Mexico national epidemiological surveillance system (sistema nacional de vigilancia epidemiologica)","https://www.gob.mx/salud/archivo/documentos?order=DESC&page=236&tab=","Health sec>file, archive?documents"
"MOH-MEX-2003-W01-23","MOH","Mexico","20032013","Classical dengue + dhf","Mexico national epidemiological surveillance system (sistema nacional de vigilancia epidemiologica)","https://www.gob.mx/salud/archivo/documentos?order=DESC&page=236&tab=","Health sec>file, archive?documents"
"MOH-MEX-2003-W01-24","MOH","Mexico","20032013","Classical dengue + dhf","Mexico national epidemiological surveillance system (sistema nacional de vigilancia epidemiologica)","https://www.gob.mx/salud/archivo/documentos?order=DESC&page=236&tab=","Health sec>file, archive?documents"
"MOH-MEX-2003-W01-25","MOH","Mexico","20032013","Classical dengue + dhf","Mexico national epidemiological surveillance system (sistema nacional de vigilancia epidemiologica)","https://www.gob.mx/salud/archivo/documentos?order=DESC&page=236&tab=","Health sec>file, archive?documents"
"MOH-MEX-2003-W01-26","MOH","Mexico","20032013","Classical dengue + dhf","Mexico national epidemiological surveillance system (sistema nacional de vigilancia epidemiologica)","https://www.gob.mx/salud/archivo/documentos?order=DESC&page=236&tab=","Health sec>file, archive?documents"
"MOH-MEX-2003-W01-27","MOH","Mexico","20032013","Classical dengue + dhf","Mexico national epidemiological surveillance system (sistema nacional de vigilancia epidemiologica)","https://www.gob.mx/salud/archivo/documentos?order=DESC&page=236&tab=","Health sec>file, archive?documents"
"MOH-MEX-2003-W01-28","MOH","Mexico","20032013","Classical dengue + dhf","Mexico national epidemiological surveillance system (sistema nacional de vigilancia epidemiologica)","https://www.gob.mx/salud/archivo/documentos?order=DESC&page=236&tab=","Health sec>file, archive?documents"
"MOH-MEX-2003-W01-29","MOH","Mexico","20032013","Classical dengue + dhf","Mexico national epidemiological surveillance system (sistema nacional de vigilancia epidemiologica)","https://www.gob.mx/salud/archivo/documentos?order=DESC&page=236&tab=","Health sec>file, archive?documents"
"MOH-MEX-2003-W01-30","MOH","Mexico","20032013","Classical dengue + dhf","Mexico national epidemiological surveillance system (sistema nacional de vigilancia epidemiologica)","https://www.gob.mx/salud/archivo/documentos?order=DESC&page=236&tab=","Health sec>file, archive?documents"
"MOH-MEX-2003-W01-31","MOH","Mexico","20032013","Classical dengue + dhf","Mexico national epidemiological surveillance system (sistema nacional de vigilancia epidemiologica)","https://www.gob.mx/salud/archivo/documentos?order=DESC&page=236&tab=","Health sec>file, archive?documents"
"MOH-MEX-2003-W01-32","MOH","Mexico","20032013","Classical dengue + dhf","Mexico national epidemiological surveillance system (sistema nacional de vigilancia epidemiologica)","https://www.gob.mx/salud/archivo/documentos?order=DESC&page=236&tab=","Health sec>file, archive?documents"
"MOH-MEX-2003-W01-33","MOH","Mexico","20032013","Classical dengue + dhf","Mexico national epidemiological surveillance system (sistema nacional de vigilancia epidemiologica)","https://www.gob.mx/salud/archivo/documentos?order=DESC&page=236&tab=","Health sec>file, archive?documents"
"MOH-MEX-2003-W01-34","MOH","Mexico","20032013","Classical dengue + dhf","Mexico national epidemiological surveillance system (sistema nacional de vigilancia epidemiologica)","https://www.gob.mx/salud/archivo/documentos?order=DESC&page=236&tab=","Health sec>file, archive?documents"
"MOH-MEX-2003-W01-35","MOH","Mexico","20032013","Classical dengue + dhf","Mexico national epidemiological surveillance system (sistema nacional de vigilancia epidemiologica)","https://www.gob.mx/salud/archivo/documentos?order=DESC&page=236&tab=","Health sec>file, archive?documents"
"MOH-MEX-2003-W01-36","MOH","Mexico","20032013","Classical dengue + dhf","Mexico national epidemiological surveillance system (sistema nacional de vigilancia epidemiologica)","https://www.gob.mx/salud/archivo/documentos?order=DESC&page=236&tab=","Health sec>file, archive?documents"
"MOH-MEX-2003-W01-37","MOH","Mexico","20032013","Classical dengue + dhf","Mexico national epidemiological surveillance system (sistema nacional de vigilancia epidemiologica)","https://www.gob.mx/salud/archivo/documentos?order=DESC&page=236&tab=","Health sec>file, archive?documents"
"MOH-MEX-2003-W01-38","MOH","Mexico","20032013","Classical dengue + dhf","Mexico national epidemiological surveillance system (sistema nacional de vigilancia epidemiologica)","https://www.gob.mx/salud/archivo/documentos?order=DESC&page=236&tab=","Health sec>file, archive?documents"
"MOH-MEX-2003-W01-39","MOH","Mexico","20032013","Classical dengue + dhf","Mexico national epidemiological surveillance system (sistema nacional de vigilancia epidemiologica)","https://www.gob.mx/salud/archivo/documentos?order=DESC&page=236&tab=","Health sec>file, archive?documents"
"MOH-MEX-2003-W01-40","MOH","Mexico","20032013","Classical dengue + dhf","Mexico national epidemiological surveillance system (sistema nacional de vigilancia epidemiologica)","https://www.gob.mx/salud/archivo/documentos?order=DESC&page=236&tab=","Health sec>file, archive?documents"
"MOH-MEX-2003-W01-41","MOH","Mexico","20032013","Classical dengue + dhf","Mexico national epidemiological surveillance system (sistema nacional de vigilancia epidemiologica)","https://www.gob.mx/salud/archivo/documentos?order=DESC&page=236&tab=","Health sec>file, archive?documents"
"MOH-MEX-2003-W01-42","MOH","Mexico","20032013","Classical dengue + dhf","Mexico national epidemiological surveillance system (sistema nacional de vigilancia epidemiologica)","https://www.gob.mx/salud/archivo/documentos?order=DESC&page=236&tab=","Health sec>file, archive?documents"
"MOH-MEX-2003-W01-43","MOH","Mexico","20032013","Classical dengue + dhf","Mexico national epidemiological surveillance system (sistema nacional de vigilancia epidemiologica)","https://www.gob.mx/salud/archivo/documentos?order=DESC&page=236&tab=","Health sec>file, archive?documents"
"MOH-MEX-2003-W01-44","MOH","Mexico","20032013","Classical dengue + dhf","Mexico national epidemiological surveillance system (sistema nacional de vigilancia epidemiologica)","https://www.gob.mx/salud/archivo/documentos?order=DESC&page=236&tab=","Health sec>file, archive?documents"
"MOH-MEX-2003-W01-45","MOH","Mexico","20032013","Classical dengue + dhf","Mexico national epidemiological surveillance system (sistema nacional de vigilancia epidemiologica)","https://www.gob.mx/salud/archivo/documentos?order=DESC&page=236&tab=","Health sec>file, archive?documents"
"MOH-MEX-2003-W01-46","MOH","Mexico","20032013","Classical dengue + dhf","Mexico national epidemiological surveillance system (sistema nacional de vigilancia epidemiologica)","https://www.gob.mx/salud/archivo/documentos?order=DESC&page=236&tab=","Health sec>file, archive?documents"
"MOH-MEX-2003-W01-47","MOH","Mexico","20032013","Classical dengue + dhf","Mexico national epidemiological surveillance system (sistema nacional de vigilancia epidemiologica)","https://www.gob.mx/salud/archivo/documentos?order=DESC&page=236&tab=","Health sec>file, archive?documents"
"MOH-MEX-2003-W01-48","MOH","Mexico","20032013","Classical dengue + dhf","Mexico national epidemiological surveillance system (sistema nacional de vigilancia epidemiologica)","https://www.gob.mx/salud/archivo/documentos?order=DESC&page=236&tab=","Health sec>file, archive?documents"
"MOH-MEX-2003-W01-49","MOH","Mexico","20032013","Classical dengue + dhf","Mexico national epidemiological surveillance system (sistema nacional de vigilancia epidemiologica)","https://www.gob.mx/salud/archivo/documentos?order=DESC&page=236&tab=","Health sec>file, archive?documents"
"MOH-MEX-2003-W01-50","MOH","Mexico","20032013","Classical dengue + dhf","Mexico national epidemiological surveillance system (sistema nacional de vigilancia epidemiologica)","https://www.gob.mx/salud/archivo/documentos?order=DESC&page=236&tab=","Health sec>file, archive?documents"
"MOH-MEX-2003-W01-51","MOH","Mexico","20032013","Classical dengue + dhf","Mexico national epidemiological surveillance system (sistema nacional de vigilancia epidemiologica)","https://www.gob.mx/salud/archivo/documentos?order=DESC&page=236&tab=","Health sec>file, archive?documents"
"MOH-MEX-2003-W01-52","MOH","Mexico","20032013","Classical dengue + dhf","Mexico national epidemiological surveillance system (sistema nacional de vigilancia epidemiologica)","https://www.gob.mx/salud/archivo/documentos?order=DESC&page=236&tab=","Health sec>file, archive?documents"
"MOH-MEX-2003-W01-53","MOH","Mexico","20032013","Classical dengue + dhf","Mexico national epidemiological surveillance system (sistema nacional de vigilancia epidemiologica)","https://www.gob.mx/salud/archivo/documentos?order=DESC&page=236&tab=","Health sec>file, archive?documents"
"MOH-MEX-2004-W01-01","MOH","Mexico","20032013","Classical dengue + dhf","Mexico national epidemiological surveillance system (sistema nacional de vigilancia epidemiologica)","https://www.gob.mx/salud/archivo/documentos?order=DESC&page=236&tab=","Health sec>file, archive?documents"
"MOH-MEX-2004-W01-02","MOH","Mexico","20032013","Classical dengue + dhf","Mexico national epidemiological surveillance system (sistema nacional de vigilancia epidemiologica)","https://www.gob.mx/salud/archivo/documentos?order=DESC&page=236&tab=","Health sec>file, archive?documents"
"MOH-MEX-2004-W01-03","MOH","Mexico","20032013","Classical dengue + dhf","Mexico national epidemiological surveillance system (sistema nacional de vigilancia epidemiologica)","https://www.gob.mx/salud/archivo/documentos?order=DESC&page=236&tab=","Health sec>file, archive?documents"
"MOH-MEX-2004-W01-04","MOH","Mexico","20032013","Classical dengue + dhf","Mexico national epidemiological surveillance system (sistema nacional de vigilancia epidemiologica)","https://www.gob.mx/salud/archivo/documentos?order=DESC&page=236&tab=","Health sec>file, archive?documents"
"MOH-MEX-2004-W01-05","MOH","Mexico","20032013","Classical dengue + dhf","Mexico national epidemiological surveillance system (sistema nacional de vigilancia epidemiologica)","https://www.gob.mx/salud/archivo/documentos?order=DESC&page=236&tab=","Health sec>file, archive?documents"
"MOH-MEX-2004-W01-06","MOH","Mexico","20032013","Classical dengue + dhf","Mexico national epidemiological surveillance system (sistema nacional de vigilancia epidemiologica)","https://www.gob.mx/salud/archivo/documentos?order=DESC&page=236&tab=","Health sec>file, archive?documents"
"MOH-MEX-2004-W01-07","MOH","Mexico","20032013","Classical dengue + dhf","Mexico national epidemiological surveillance system (sistema nacional de vigilancia epidemiologica)","https://www.gob.mx/salud/archivo/documentos?order=DESC&page=236&tab=","Health sec>file, archive?documents"
"MOH-MEX-2004-W01-08","MOH","Mexico","20032013","Classical dengue + dhf","Mexico national epidemiological surveillance system (sistema nacional de vigilancia epidemiologica)","https://www.gob.mx/salud/archivo/documentos?order=DESC&page=236&tab=","Health sec>file, archive?documents"
"MOH-MEX-2004-W01-09","MOH","Mexico","20032013","Classical dengue + dhf","Mexico national epidemiological surveillance system (sistema nacional de vigilancia epidemiologica)","https://www.gob.mx/salud/archivo/documentos?order=DESC&page=236&tab=","Health sec>file, archive?documents"
"MOH-MEX-2004-W01-10","MOH","Mexico","20032013","Classical dengue + dhf","Mexico national epidemiological surveillance system (sistema nacional de vigilancia epidemiologica)","https://www.gob.mx/salud/archivo/documentos?order=DESC&page=236&tab=","Health sec>file, archive?documents"
